Image_Metadata_Well,Image_Metadata_Plate,Mouse,Plate_Number,Marker,Genotype,DaysIV,Cell_Type,Trt
F5,Plate 9,136,Plate 9,GluR1,B,14,C,No
G5,Plate 9,136,Plate 9,GluR1,B,14,C,No
B6,Plate 9,136,Plate 9,GluR2,B,14,C,No
C6,Plate 9,136,Plate 9,GluR2,B,14,C,No
D6,Plate 9,136,Plate 9,GluR2,B,14,C,No
E6,Plate 9,136,Plate 9,GluR2,B,14,C,No
F6,Plate 9,136,Plate 9,GluR2,B,14,C,No
G6,Plate 9,136,Plate 9,GluR2,B,14,C,No
B4,Plate 9,136,Plate 9,PSD,B,14,C,No
C4,Plate 9,136,Plate 9,PSD,B,14,C,No
D4,Plate 9,136,Plate 9,PSD,B,14,C,No
E4,Plate 9,136,Plate 9,PSD,B,14,C,No
F4,Plate 9,136,Plate 9,PSD,B,14,C,No
G4,Plate 9,136,Plate 9,PSD,B,14,C,No
B2,Plate 9,136,Plate 9,Spino,B,14,C,No
C2,Plate 9,136,Plate 9,Spino,B,14,C,No
D2,Plate 9,136,Plate 9,Spino,B,14,C,No
E2,Plate 9,136,Plate 9,Spino,B,14,C,No
F2,Plate 9,136,Plate 9,Spino,B,14,C,No
G2,Plate 9,136,Plate 9,Spino,B,14,C,No
B3,Plate 9,136,Plate 9,Syn,B,14,C,No
C3,Plate 9,136,Plate 9,Syn,B,14,C,No
D3,Plate 9,136,Plate 9,Syn,B,14,C,No
E3,Plate 9,136,Plate 9,Syn,B,14,C,No
F3,Plate 9,136,Plate 9,Syn,B,14,C,No
G3,Plate 9,136,Plate 9,Syn,B,14,C,No
B8,Plate 9,9136,Plate 9,GluR1,A,14,C,No
C8,Plate 9,9136,Plate 9,GluR1,A,14,C,No
D8,Plate 9,9136,Plate 9,GluR1,A,14,C,No
E8,Plate 9,9136,Plate 9,GluR1,A,14,C,No
F8,Plate 9,9136,Plate 9,GluR1,A,14,C,No
G8,Plate 9,9136,Plate 9,GluR1,A,14,C,No
B7,Plate 9,9136,Plate 9,GluR2,A,14,C,No
C7,Plate 9,9136,Plate 9,GluR2,A,14,C,No
D7,Plate 9,9136,Plate 9,GluR2,A,14,C,No
E7,Plate 9,9136,Plate 9,GluR2,A,14,C,No
F7,Plate 9,9136,Plate 9,GluR2,A,14,C,No
G7,Plate 9,9136,Plate 9,GluR2,A,14,C,No
B9,Plate 9,9136,Plate 9,PSD,A,14,C,No
C9,Plate 9,9136,Plate 9,PSD,A,14,C,No
D9,Plate 9,9136,Plate 9,PSD,A,14,C,No
E9,Plate 9,9136,Plate 9,PSD,A,14,C,No
F9,Plate 9,9136,Plate 9,PSD,A,14,C,No
G9,Plate 9,9136,Plate 9,PSD,A,14,C,No
B11,Plate 9,9136,Plate 9,Spino,A,14,C,No
C11,Plate 9,9136,Plate 9,Spino,A,14,C,No
D11,Plate 9,9136,Plate 9,Spino,A,14,C,No
E11,Plate 9,9136,Plate 9,Spino,A,14,C,No
F11,Plate 9,9136,Plate 9,Spino,A,14,C,No
G11,Plate 9,9136,Plate 9,Spino,A,14,C,No
B10,Plate 9,9136,Plate 9,Syn,A,14,C,No
C10,Plate 9,9136,Plate 9,Syn,A,14,C,No
D10,Plate 9,9136,Plate 9,Syn,A,14,C,No
E10,Plate 9,9136,Plate 9,Syn,A,14,C,No
F10,Plate 9,9136,Plate 9,Syn,A,14,C,No
G10,Plate 9,9136,Plate 9,Syn,A,14,C,No
B5,2010.03.24.17.47.17,360,Plate 43,GluR1,B,21,H,No
C5,2010.03.24.17.47.17,360,Plate 43,GluR1,B,21,H,No
D5,2010.03.24.17.47.17,360,Plate 43,GluR1,B,21,H,No
E5,2010.03.24.17.47.17,360,Plate 43,GluR1,B,21,H,No
F5,2010.03.24.17.47.17,360,Plate 43,GluR1,B,21,H,No
G5,2010.03.24.17.47.17,360,Plate 43,GluR1,B,21,H,No
B6,2010.03.24.17.47.17,360,Plate 43,GluR2,B,21,H,No
C6,2010.03.24.17.47.17,360,Plate 43,GluR2,B,21,H,No
D6,2010.03.24.17.47.17,360,Plate 43,GluR2,B,21,H,No
E6,2010.03.24.17.47.17,360,Plate 43,GluR2,B,21,H,No
F6,2010.03.24.17.47.17,360,Plate 43,GluR2,B,21,H,No
G6,2010.03.24.17.47.17,360,Plate 43,GluR2,B,21,H,No
B4,2010.03.24.17.47.17,360,Plate 43,PSD,B,21,H,No
C4,2010.03.24.17.47.17,360,Plate 43,PSD,B,21,H,No
D4,2010.03.24.17.47.17,360,Plate 43,PSD,B,21,H,No
E4,2010.03.24.17.47.17,360,Plate 43,PSD,B,21,H,No
F4,2010.03.24.17.47.17,360,Plate 43,PSD,B,21,H,No
G4,2010.03.24.17.47.17,360,Plate 43,PSD,B,21,H,No
B2,2010.03.24.17.47.17,360,Plate 43,Spino,B,21,H,No
C2,2010.03.24.17.47.17,360,Plate 43,Spino,B,21,H,No
D2,2010.03.24.17.47.17,360,Plate 43,Spino,B,21,H,No
E2,2010.03.24.17.47.17,360,Plate 43,Spino,B,21,H,No
F2,2010.03.24.17.47.17,360,Plate 43,Spino,B,21,H,No
G2,2010.03.24.17.47.17,360,Plate 43,Spino,B,21,H,No
B3,2010.03.24.17.47.17,360,Plate 43,Syn,B,21,H,No
C3,2010.03.24.17.47.17,360,Plate 43,Syn,B,21,H,No
D3,2010.03.24.17.47.17,360,Plate 43,Syn,B,21,H,No
E3,2010.03.24.17.47.17,360,Plate 43,Syn,B,21,H,No
F3,2010.03.24.17.47.17,360,Plate 43,Syn,B,21,H,No
G3,2010.03.24.17.47.17,360,Plate 43,Syn,B,21,H,No
B8,2010.03.24.17.47.17,9033,Plate 43,GluR1,A,21,H,No
C8,2010.03.24.17.47.17,9033,Plate 43,GluR1,A,21,H,No
D8,2010.03.24.17.47.17,9033,Plate 43,GluR1,A,21,H,No
E8,2010.03.24.17.47.17,9033,Plate 43,GluR1,A,21,H,No
F8,2010.03.24.17.47.17,9033,Plate 43,GluR1,A,21,H,No
G8,2010.03.24.17.47.17,9033,Plate 43,GluR1,A,21,H,No
B7,2010.03.24.17.47.17,9033,Plate 43,GluR2,A,21,H,No
C7,2010.03.24.17.47.17,9033,Plate 43,GluR2,A,21,H,No
D7,2010.03.24.17.47.17,9033,Plate 43,GluR2,A,21,H,No
E7,2010.03.24.17.47.17,9033,Plate 43,GluR2,A,21,H,No
F7,2010.03.24.17.47.17,9033,Plate 43,GluR2,A,21,H,No
G7,2010.03.24.17.47.17,9033,Plate 43,GluR2,A,21,H,No
B9,2010.03.24.17.47.17,9033,Plate 43,PSD,A,21,H,No
C9,2010.03.24.17.47.17,9033,Plate 43,PSD,A,21,H,No
D9,2010.03.24.17.47.17,9033,Plate 43,PSD,A,21,H,No
E9,2010.03.24.17.47.17,9033,Plate 43,PSD,A,21,H,No
F9,2010.03.24.17.47.17,9033,Plate 43,PSD,A,21,H,No
G9,2010.03.24.17.47.17,9033,Plate 43,PSD,A,21,H,No
B11,2010.03.24.17.47.17,9033,Plate 43,Spino,A,21,H,No
C11,2010.03.24.17.47.17,9033,Plate 43,Spino,A,21,H,No
D11,2010.03.24.17.47.17,9033,Plate 43,Spino,A,21,H,No
E11,2010.03.24.17.47.17,9033,Plate 43,Spino,A,21,H,No
F11,2010.03.24.17.47.17,9033,Plate 43,Spino,A,21,H,No
G11,2010.03.24.17.47.17,9033,Plate 43,Spino,A,21,H,No
B10,2010.03.24.17.47.17,9033,Plate 43,Syn,A,21,H,No
C10,2010.03.24.17.47.17,9033,Plate 43,Syn,A,21,H,No
D10,2010.03.24.17.47.17,9033,Plate 43,Syn,A,21,H,No
E10,2010.03.24.17.47.17,9033,Plate 43,Syn,A,21,H,No
F10,2010.03.24.17.47.17,9033,Plate 43,Syn,A,21,H,No
G10,2010.03.24.17.47.17,9033,Plate 43,Syn,A,21,H,No
B8,2010.03.24.18.18.27,360,Plate 44,GluR1,B,21,C,No
C8,2010.03.24.18.18.27,360,Plate 44,GluR1,B,21,C,No
D8,2010.03.24.18.18.27,360,Plate 44,GluR1,B,21,C,No
E8,2010.03.24.18.18.27,360,Plate 44,GluR1,B,21,C,No
F8,2010.03.24.18.18.27,360,Plate 44,GluR1,B,21,C,No
G8,2010.03.24.18.18.27,360,Plate 44,GluR1,B,21,C,No
B7,2010.03.24.18.18.27,360,Plate 44,GluR2,B,21,C,No
C7,2010.03.24.18.18.27,360,Plate 44,GluR2,B,21,C,No
D7,2010.03.24.18.18.27,360,Plate 44,GluR2,B,21,C,No
E7,2010.03.24.18.18.27,360,Plate 44,GluR2,B,21,C,No
F7,2010.03.24.18.18.27,360,Plate 44,GluR2,B,21,C,No
G7,2010.03.24.18.18.27,360,Plate 44,GluR2,B,21,C,No
B9,2010.03.24.18.18.27,360,Plate 44,PSD,B,21,C,No
C9,2010.03.24.18.18.27,360,Plate 44,PSD,B,21,C,No
D9,2010.03.24.18.18.27,360,Plate 44,PSD,B,21,C,No
E9,2010.03.24.18.18.27,360,Plate 44,PSD,B,21,C,No
F9,2010.03.24.18.18.27,360,Plate 44,PSD,B,21,C,No,
G9,2010.03.24.18.18.27,360,Plate 44,PSD,B,21,C,No,
B11,2010.03.24.18.18.27,360,Plate 44,Spino,B,21,C,No,
C11,2010.03.24.18.18.27,360,Plate 44,Spino,B,21,C,No,
D11,2010.03.24.18.18.27,360,Plate 44,Spino,B,21,C,No,
E11,2010.03.24.18.18.27,360,Plate 44,Spino,B,21,C,No,
F11,2010.03.24.18.18.27,360,Plate 44,Spino,B,21,C,No,
G11,2010.03.24.18.18.27,360,Plate 44,Spino,B,21,C,No,
B10,2010.03.24.18.18.27,360,Plate 44,Syn,B,21,C,No,
C10,2010.03.24.18.18.27,360,Plate 44,Syn,B,21,C,No,
D10,2010.03.24.18.18.27,360,Plate 44,Syn,B,21,C,No,
E10,2010.03.24.18.18.27,360,Plate 44,Syn,B,21,C,No,
F10,2010.03.24.18.18.27,360,Plate 44,Syn,B,21,C,No,
G10,2010.03.24.18.18.27,360,Plate 44,Syn,B,21,C,No,
B5,032410P45,9033,Plate 44,GluR1,A,21,C,No,
C5,032410P45,9033,Plate 44,GluR1,A,21,C,No,
D5,032410P45,9033,Plate 44,GluR1,A,21,C,No,
E5,032410P45,9033,Plate 44,GluR1,A,21,C,No,
F5,032410P45,9033,Plate 44,GluR1,A,21,C,No,
G5,032410P45,9033,Plate 44,GluR1,A,21,C,No,
B6,032410P45,9033,Plate 44,GluR2,A,21,C,No,
C6,032410P45,9033,Plate 44,GluR2,A,21,C,No,
D6,032410P45,9033,Plate 44,GluR2,A,21,C,No,
E6,032410P45,9033,Plate 44,GluR2,A,21,C,No,
F6,032410P45,9033,Plate 44,GluR2,A,21,C,No,
G6,032410P45,9033,Plate 44,GluR2,A,21,C,No,
B4,2010.03.24.18.18.27,9033,Plate 44,PSD,A,21,C,No,
C4,2010.03.24.18.18.27,9033,Plate 44,PSD,A,21,C,No,
D4,2010.03.24.18.18.27,9033,Plate 44,PSD,A,21,C,No,
E4,2010.03.24.18.18.27,9033,Plate 44,PSD,A,21,C,No,
F4,2010.03.24.18.18.27,9033,Plate 44,PSD,A,21,C,No,
G4,2010.03.24.18.18.27,9033,Plate 44,PSD,A,21,C,No,
B2,2010.03.24.18.18.27,9033,Plate 44,Spino,A,21,C,No
C2,2010.03.24.18.18.27,9033,Plate 44,Spino,A,21,C,No
D2,2010.03.24.18.18.27,9033,Plate 44,Spino,A,21,C,No
E2,2010.03.24.18.18.27,9033,Plate 44,Spino,A,21,C,No
F2,2010.03.24.18.18.27,9033,Plate 44,Spino,A,21,C,No
G2,2010.03.24.18.18.27,9033,Plate 44,Spino,A,21,C,No
B3,2010.03.24.18.18.27,9033,Plate 44,Syn,A,21,C,No
C3,2010.03.24.18.18.27,9033,Plate 44,Syn,A,21,C,No
D3,2010.03.24.18.18.27,9033,Plate 44,Syn,A,21,C,No
E3,2010.03.24.18.18.27,9033,Plate 44,Syn,A,21,C,No
F3,2010.03.24.18.18.27,9033,Plate 44,Syn,A,21,C,No
G3,2010.03.24.18.18.27,9033,Plate 44,Syn,A,21,C,No
B5,2010.03.24.18.49.35,358,Plate 45,GluR1,B,14,H,No
C5,2010.03.24.18.49.35,358,Plate 45,GluR1,B,14,H,No
D5,2010.03.24.18.49.35,358,Plate 45,GluR1,B,14,H,No
E5,2010.03.24.18.49.35,358,Plate 45,GluR1,B,14,H,No
F5,2010.03.24.18.49.35,358,Plate 45,GluR1,B,14,H,No
G5,2010.03.24.18.49.35,358,Plate 45,GluR1,B,14,H,No
B6,2010.03.24.18.49.35,358,Plate 45,GluR2,B,14,H,No
C6,2010.03.24.18.49.35,358,Plate 45,GluR2,B,14,H,No
D6,2010.03.24.18.49.35,358,Plate 45,GluR2,B,14,H,No
E6,2010.03.24.18.49.35,358,Plate 45,GluR2,B,14,H,No
F6,2010.03.24.18.49.35,358,Plate 45,GluR2,B,14,H,No
G6,2010.03.24.18.49.35,358,Plate 45,GluR2,B,14,H,No
B4,2010.03.24.18.49.35,358,Plate 45,PSD,B,14,H,No
C4,2010.03.24.18.49.35,358,Plate 45,PSD,B,14,H,No
D4,2010.03.24.18.49.35,358,Plate 45,PSD,B,14,H,No
E4,2010.03.24.18.49.35,358,Plate 45,PSD,B,14,H,No
F4,2010.03.24.18.49.35,358,Plate 45,PSD,B,14,H,No
G4,2010.03.24.18.49.35,358,Plate 45,PSD,B,14,H,No
B2,2010.03.24.18.49.35,358,Plate 45,Spino,B,14,H,No
C2,2010.03.24.18.49.35,358,Plate 45,Spino,B,14,H,No
D2,2010.03.24.18.49.35,358,Plate 45,Spino,B,14,H,No
E2,2010.03.24.18.49.35,358,Plate 45,Spino,B,14,H,No
F2,2010.03.24.18.49.35,358,Plate 45,Spino,B,14,H,No
G2,2010.03.24.18.49.35,358,Plate 45,Spino,B,14,H,No
B3,2010.03.24.18.49.35,358,Plate 45,Syn,B,14,H,No
C3,2010.03.24.18.49.35,358,Plate 45,Syn,B,14,H,No
D3,2010.03.24.18.49.35,358,Plate 45,Syn,B,14,H,No
E3,2010.03.24.18.49.35,358,Plate 45,Syn,B,14,H,No
F3,2010.03.24.18.49.35,358,Plate 45,Syn,B,14,H,No
G3,2010.03.24.18.49.35,358,Plate 45,Syn,B,14,H,No
B8,2010.03.24.18.49.35,9539,Plate 45,GluR1,A,14,H,No
C8,2010.03.24.18.49.35,9539,Plate 45,GluR1,A,14,H,No
D8,2010.03.24.18.49.35,9539,Plate 45,GluR1,A,14,H,No
E8,2010.03.24.18.49.35,9539,Plate 45,GluR1,A,14,H,No
F8,2010.03.24.18.49.35,9539,Plate 45,GluR1,A,14,H,No
G8,2010.03.24.18.49.35,9539,Plate 45,GluR1,A,14,H,No
B7,2010.03.24.18.49.35,9539,Plate 45,GluR2,A,14,H,No
C7,2010.03.24.18.49.35,9539,Plate 45,GluR2,A,14,H,No
D7,2010.03.24.18.49.35,9539,Plate 45,GluR2,A,14,H,No
E7,2010.03.24.18.49.35,9539,Plate 45,GluR2,A,14,H,No
F7,2010.03.24.18.49.35,9539,Plate 45,GluR2,A,14,H,No
G7,2010.03.24.18.49.35,9539,Plate 45,GluR2,A,14,H,No
B9,2010.03.24.18.49.35,9539,Plate 45,PSD,A,14,H,No
C9,2010.03.24.18.49.35,9539,Plate 45,PSD,A,14,H,No
D9,2010.03.24.18.49.35,9539,Plate 45,PSD,A,14,H,No
E9,2010.03.24.18.49.35,9539,Plate 45,PSD,A,14,H,No
F9,2010.03.24.18.49.35,9539,Plate 45,PSD,A,14,H,No
G9,2010.03.24.18.49.35,9539,Plate 45,PSD,A,14,H,No
B11,2010.03.24.18.49.35,9539,Plate 45,Spino,A,14,H,No
C11,2010.03.24.18.49.35,9539,Plate 45,Spino,A,14,H,No
D11,2010.03.24.18.49.35,9539,Plate 45,Spino,A,14,H,No
E11,2010.03.24.18.49.35,9539,Plate 45,Spino,A,14,H,No
F11,2010.03.24.18.49.35,9539,Plate 45,Spino,A,14,H,No
G11,2010.03.24.18.49.35,9539,Plate 45,Spino,A,14,H,No
B10,2010.03.24.18.49.35,9539,Plate 45,Syn,A,14,H,No
C10,2010.03.24.18.49.35,9539,Plate 45,Syn,A,14,H,No
D10,2010.03.24.18.49.35,9539,Plate 45,Syn,A,14,H,No
E10,2010.03.24.18.49.35,9539,Plate 45,Syn,A,14,H,No
F10,2010.03.24.18.49.35,9539,Plate 45,Syn,A,14,H,No
G10,2010.03.24.18.49.35,9539,Plate 45,Syn,A,14,H,No
B8,2010.03.24.19.20.44,358,Plate 46,GluR1,B,14,C,No
C8,2010.03.24.19.20.44,358,Plate 46,GluR1,B,14,C,No
D8,2010.03.24.19.20.44,358,Plate 46,GluR1,B,14,C,No
E8,2010.03.24.19.20.44,358,Plate 46,GluR1,B,14,C,No
F8,2010.03.24.19.20.44,358,Plate 46,GluR1,B,14,C,No
G8,2010.03.24.19.20.44,358,Plate 46,GluR1,B,14,C,No
B7,2010.03.24.19.20.44,358,Plate 46,GluR2,B,14,C,No
C7,2010.03.24.19.20.44,358,Plate 46,GluR2,B,14,C,No
D7,2010.03.24.19.20.44,358,Plate 46,GluR2,B,14,C,No
E7,2010.03.24.19.20.44,358,Plate 46,GluR2,B,14,C,No
F7,2010.03.24.19.20.44,358,Plate 46,GluR2,B,14,C,No
G7,2010.03.24.19.20.44,358,Plate 46,GluR2,B,14,C,No
B9,2010.03.24.19.20.44,358,Plate 46,PSD,B,14,C,No
C9,2010.03.24.19.20.44,358,Plate 46,PSD,B,14,C,No
D9,2010.03.24.19.20.44,358,Plate 46,PSD,B,14,C,No
E9,2010.03.24.19.20.44,358,Plate 46,PSD,B,14,C,No
F9,2010.03.24.19.20.44,358,Plate 46,PSD,B,14,C,No
G9,2010.03.24.19.20.44,358,Plate 46,PSD,B,14,C,No
B11,2010.03.24.19.20.44,358,Plate 46,Spino,B,14,C,No
C11,2010.03.24.19.20.44,358,Plate 46,Spino,B,14,C,No
D11,2010.03.24.19.20.44,358,Plate 46,Spino,B,14,C,No
E11,2010.03.24.19.20.44,358,Plate 46,Spino,B,14,C,No
F11,2010.03.24.19.20.44,358,Plate 46,Spino,B,14,C,No
G11,2010.03.24.19.20.44,358,Plate 46,Spino,B,14,C,No
B10,2010.03.24.19.20.44,358,Plate 46,Syn,B,14,C,No
C10,2010.03.24.19.20.44,358,Plate 46,Syn,B,14,C,No
D10,2010.03.24.19.20.44,358,Plate 46,Syn,B,14,C,No
E10,2010.03.24.19.20.44,358,Plate 46,Syn,B,14,C,No
F10,2010.03.24.19.20.44,358,Plate 46,Syn,B,14,C,No
G10,2010.03.24.19.20.44,358,Plate 46,Syn,B,14,C,No
B5,2010.03.24.19.20.44,9539,Plate 46,GluR1,A,14,C,No
C5,2010.03.24.19.20.44,9539,Plate 46,GluR1,A,14,C,No
D5,2010.03.24.19.20.44,9539,Plate 46,GluR1,A,14,C,No
E5,2010.03.24.19.20.44,9539,Plate 46,GluR1,A,14,C,No
F5,2010.03.24.19.20.44,9539,Plate 46,GluR1,A,14,C,No
G5,2010.03.24.19.20.44,9539,Plate 46,GluR1,A,14,C,No
B6,2010.03.24.19.20.44,9539,Plate 46,GluR2,A,14,C,No
C6,2010.03.24.19.20.44,9539,Plate 46,GluR2,A,14,C,No
D6,2010.03.24.19.20.44,9539,Plate 46,GluR2,A,14,C,No
E6,2010.03.24.19.20.44,9539,Plate 46,GluR2,A,14,C,No
F6,2010.03.24.19.20.44,9539,Plate 46,GluR2,A,14,C,No
G6,2010.03.24.19.20.44,9539,Plate 46,GluR2,A,14,C,No
B4,2010.03.24.19.20.44,9539,Plate 46,PSD,A,14,C,No
C4,2010.03.24.19.20.44,9539,Plate 46,PSD,A,14,C,No
D4,2010.03.24.19.20.44,9539,Plate 46,PSD,A,14,C,No
E4,2010.03.24.19.20.44,9539,Plate 46,PSD,A,14,C,No
F4,2010.03.24.19.20.44,9539,Plate 46,PSD,A,14,C,No
G4,2010.03.24.19.20.44,9539,Plate 46,PSD,A,14,C,No
B2,2010.03.24.19.20.44,9539,Plate 46,Spino,A,14,C,No
C2,2010.03.24.19.20.44,9539,Plate 46,Spino,A,14,C,No
D2,2010.03.24.19.20.44,9539,Plate 46,Spino,A,14,C,No
E2,2010.03.24.19.20.44,9539,Plate 46,Spino,A,14,C,No
F2,2010.03.24.19.20.44,9539,Plate 46,Spino,A,14,C,No
G2,2010.03.24.19.20.44,9539,Plate 46,Spino,A,14,C,No
B3,2010.03.24.19.20.44,9539,Plate 46,Syn,A,14,C,No
C3,2010.03.24.19.20.44,9539,Plate 46,Syn,A,14,C,No
D3,2010.03.24.19.20.44,9539,Plate 46,Syn,A,14,C,No
E3,2010.03.24.19.20.44,9539,Plate 46,Syn,A,14,C,No
F3,2010.03.24.19.20.44,9539,Plate 46,Syn,A,14,C,No
G3,2010.03.24.19.20.44,9539,Plate 46,Syn,A,14,C,No
B5,2010.03.24.20.54.11,358,Plate 49,GluR1,B,21,H,No
C5,2010.03.24.20.54.11,358,Plate 49,GluR1,B,21,H,No
D5,2010.03.24.20.54.11,358,Plate 49,GluR1,B,21,H,No
E5,2010.03.24.20.54.11,358,Plate 49,GluR1,B,21,H,No
F5,2010.03.24.20.54.11,358,Plate 49,GluR1,B,21,H,No
G5,2010.03.24.20.54.11,358,Plate 49,GluR1,B,21,H,No
B6,2010.03.24.20.54.11,358,Plate 49,GluR2,B,21,H,No
C6,2010.03.24.20.54.11,358,Plate 49,GluR2,B,21,H,No
D6,2010.03.24.20.54.11,358,Plate 49,GluR2,B,21,H,No
E6,2010.03.24.20.54.11,358,Plate 49,GluR2,B,21,H,No
F6,2010.03.24.20.54.11,358,Plate 49,GluR2,B,21,H,No
G6,2010.03.24.20.54.11,358,Plate 49,GluR2,B,21,H,No
B4,2010.03.24.20.54.11,358,Plate 49,PSD,B,21,H,No
C4,2010.03.24.20.54.11,358,Plate 49,PSD,B,21,H,No
D4,2010.03.24.20.54.11,358,Plate 49,PSD,B,21,H,No
E4,2010.03.24.20.54.11,358,Plate 49,PSD,B,21,H,No
F4,2010.03.24.20.54.11,358,Plate 49,PSD,B,21,H,No
G4,2010.03.24.20.54.11,358,Plate 49,PSD,B,21,H,No
B2,2010.03.24.20.54.11,358,Plate 49,Spino,B,21,H,No
C2,2010.03.24.20.54.11,358,Plate 49,Spino,B,21,H,No
D2,2010.03.24.20.54.11,358,Plate 49,Spino,B,21,H,No
E2,2010.03.24.20.54.11,358,Plate 49,Spino,B,21,H,No
F2,2010.03.24.20.54.11,358,Plate 49,Spino,B,21,H,No
G2,2010.03.24.20.54.11,358,Plate 49,Spino,B,21,H,No
B3,2010.03.24.20.54.11,358,Plate 49,Syn,B,21,H,No
C3,2010.03.24.20.54.11,358,Plate 49,Syn,B,21,H,No
D3,2010.03.24.20.54.11,358,Plate 49,Syn,B,21,H,No
E3,2010.03.24.20.54.11,358,Plate 49,Syn,B,21,H,No
F3,2010.03.24.20.54.11,358,Plate 49,Syn,B,21,H,No
G3,2010.03.24.20.54.11,358,Plate 49,Syn,B,21,H,No
B8,2010.03.24.20.54.11,9539,Plate 49,GluR1,A,21,H,No
C8,2010.03.24.20.54.11,9539,Plate 49,GluR1,A,21,H,No
D8,2010.03.24.20.54.11,9539,Plate 49,GluR1,A,21,H,No
E8,2010.03.24.20.54.11,9539,Plate 49,GluR1,A,21,H,No
F8,2010.03.24.20.54.11,9539,Plate 49,GluR1,A,21,H,No
G8,2010.03.24.20.54.11,9539,Plate 49,GluR1,A,21,H,No
B7,2010.03.24.20.54.11,9539,Plate 49,GluR2,A,21,H,No
C7,2010.03.24.20.54.11,9539,Plate 49,GluR2,A,21,H,No
D7,2010.03.24.20.54.11,9539,Plate 49,GluR2,A,21,H,No
E7,2010.03.24.20.54.11,9539,Plate 49,GluR2,A,21,H,No
F7,2010.03.24.20.54.11,9539,Plate 49,GluR2,A,21,H,No
G7,2010.03.24.20.54.11,9539,Plate 49,GluR2,A,21,H,No
B9,2010.03.24.20.54.11,9539,Plate 49,PSD,A,21,H,No
C9,2010.03.24.20.54.11,9539,Plate 49,PSD,A,21,H,No
D9,2010.03.24.20.54.11,9539,Plate 49,PSD,A,21,H,No
E9,2010.03.24.20.54.11,9539,Plate 49,PSD,A,21,H,No
F9,2010.03.24.20.54.11,9539,Plate 49,PSD,A,21,H,No
G9,2010.03.24.20.54.11,9539,Plate 49,PSD,A,21,H,No
B11,2010.03.24.20.54.11,9539,Plate 49,Spino,A,21,H,No
C11,2010.03.24.20.54.11,9539,Plate 49,Spino,A,21,H,No
D11,2010.03.24.20.54.11,9539,Plate 49,Spino,A,21,H,No
E11,2010.03.24.20.54.11,9539,Plate 49,Spino,A,21,H,No
F11,2010.03.24.20.54.11,9539,Plate 49,Spino,A,21,H,No
G11,2010.03.24.20.54.11,9539,Plate 49,Spino,A,21,H,No
B10,2010.03.24.20.54.11,9539,Plate 49,Syn,A,21,H,No
C10,2010.03.24.20.54.11,9539,Plate 49,Syn,A,21,H,No
D10,2010.03.24.20.54.11,9539,Plate 49,Syn,A,21,H,No
E10,2010.03.24.20.54.11,9539,Plate 49,Syn,A,21,H,No
F10,2010.03.24.20.54.11,9539,Plate 49,Syn,A,21,H,No
G10,2010.03.24.20.54.11,9539,Plate 49,Syn,A,21,H,No
B8,2010.03.24.21.25.22,358,Plate 50,GluR1,B,21,C,No
C8,2010.03.24.21.25.22,358,Plate 50,GluR1,B,21,C,No
D8,2010.03.24.21.25.22,358,Plate 50,GluR1,B,21,C,No
E8,2010.03.24.21.25.22,358,Plate 50,GluR1,B,21,C,No
F8,2010.03.24.21.25.22,358,Plate 50,GluR1,B,21,C,No
G8,2010.03.24.21.25.22,358,Plate 50,GluR1,B,21,C,No
B7,2010.03.24.21.25.22,358,Plate 50,GluR2,B,21,C,No
C7,2010.03.24.21.25.22,358,Plate 50,GluR2,B,21,C,No
D7,2010.03.24.21.25.22,358,Plate 50,GluR2,B,21,C,No
E7,2010.03.24.21.25.22,358,Plate 50,GluR2,B,21,C,No
F7,2010.03.24.21.25.22,358,Plate 50,GluR2,B,21,C,No
G7,2010.03.24.21.25.22,358,Plate 50,GluR2,B,21,C,No
B9,2010.03.24.21.25.22,358,Plate 50,PSD,B,21,C,No
C9,2010.03.24.21.25.22,358,Plate 50,PSD,B,21,C,No
D9,2010.03.24.21.25.22,358,Plate 50,PSD,B,21,C,No
E9,2010.03.24.21.25.22,358,Plate 50,PSD,B,21,C,No
F9,2010.03.24.21.25.22,358,Plate 50,PSD,B,21,C,No
G9,2010.03.24.21.25.22,358,Plate 50,PSD,B,21,C,No
B11,2010.03.24.21.25.22,358,Plate 50,Spino,B,21,C,No
C11,2010.03.24.21.25.22,358,Plate 50,Spino,B,21,C,No
D11,2010.03.24.21.25.22,358,Plate 50,Spino,B,21,C,No
E11,2010.03.24.21.25.22,358,Plate 50,Spino,B,21,C,No
F11,2010.03.24.21.25.22,358,Plate 50,Spino,B,21,C,No
G11,2010.03.24.21.25.22,358,Plate 50,Spino,B,21,C,No
B10,2010.03.24.21.25.22,358,Plate 50,Syn,B,21,C,No
C10,2010.03.24.21.25.22,358,Plate 50,Syn,B,21,C,No
D10,2010.03.24.21.25.22,358,Plate 50,Syn,B,21,C,No
E10,2010.03.24.21.25.22,358,Plate 50,Syn,B,21,C,No
F10,2010.03.24.21.25.22,358,Plate 50,Syn,B,21,C,No
G10,2010.03.24.21.25.22,358,Plate 50,Syn,B,21,C,No
B5,2010.03.24.21.25.22,9539,Plate 50,GluR1,A,21,C,No
C5,2010.03.24.21.25.22,9539,Plate 50,GluR1,A,21,C,No
D5,2010.03.24.21.25.22,9539,Plate 50,GluR1,A,21,C,No
E5,2010.03.24.21.25.22,9539,Plate 50,GluR1,A,21,C,No
