Image_Metadata_Well,Image_Metadata_Plate,Mouse,Plate_Number,Marker,Genotype,DaysIV,Cell_Type,Trt
B5,GlutInternal,8926,1,GluR1,B,14,H,No
B6,GlutInternal,8926,1,GluR2,B,14,H,No
B7,GlutInternal,9218,1,GluR2,A,14,H,No
B8,GlutInternal,9218,1,GluR1,A,14,H,No
C5,GlutInternal,8926,1,GluR1,B,14,H,No
C6,GlutInternal,8926,1,GluR2,B,14,H,No
C7,GlutInternal,9218,1,GluR2,A,14,H,No
C8,GlutInternal,9218,1,GluR1,A,14,H,No
D5,GlutInternal,8926,1,GluR1,B,14,H,No
D6,GlutInternal,8926,1,GluR2,B,14,H,No
D7,GlutInternal,9218,1,GluR2,A,14,H,No
D8,GlutInternal,9218,1,GluR1,A,14,H,No
E5,GlutInternal,8926,1,GluR1,B,14,H,No
E6,GlutInternal,8926,1,GluR2,B,14,H,No
E7,GlutInternal,9218,1,GluR2,A,14,H,No
E8,GlutInternal,9218,1,GluR1,A,14,H,No
F5,GlutInternal,8926,1,GluR1,B,14,H,No
F6,GlutInternal,8926,1,GluR2,B,14,H,No
F7,GlutInternal,9218,1,GluR2,A,14,H,No
F8,GlutInternal,9218,1,GluR1,A,14,H,No
G5,GlutInternal,8926,1,GluR1,B,14,H,No
G6,GlutInternal,8926,1,GluR2,B,14,H,No
G7,GlutInternal,9218,1,GluR2,A,14,H,No
G8,GlutInternal,9218,1,GluR1,A,14,H,No
B2,2010.11.24.15.46.27,8926,1,Spino,B,14,H,No
B3,2010.11.24.15.46.27,8926,1,Syn,B,14,H,No
B4,2010.11.24.15.46.27,8926,1,PSD,B,14,H,No
B9,2010.11.24.15.46.27,9218,1,PSD,A,14,H,No
B10,2010.11.24.15.46.27,9218,1,Syn,A,14,H,No
B11,2010.11.24.15.46.27,9218,1,Spino,A,14,H,No
C2,2010.11.24.15.46.27,8926,1,Spino,B,14,H,No
C3,2010.11.24.15.46.27,8926,1,Syn,B,14,H,No
C4,2010.11.24.15.46.27,8926,1,PSD,B,14,H,No
C9,2010.11.24.15.46.27,9218,1,PSD,A,14,H,No
C10,2010.11.24.15.46.27,9218,1,Syn,A,14,H,No
C11,2010.11.24.15.46.27,9218,1,Spino,A,14,H,No
D2,2010.11.24.15.46.27,8926,1,Spino,B,14,H,No
D3,2010.11.24.15.46.27,8926,1,Syn,B,14,H,No
D4,2010.11.24.15.46.27,8926,1,PSD,B,14,H,No
D9,2010.11.24.15.46.27,9218,1,PSD,A,14,H,No
D10,2010.11.24.15.46.27,9218,1,Syn,A,14,H,No
D11,2010.11.24.15.46.27,9218,1,Spino,A,14,H,No
E2,2010.11.24.15.46.27,8926,1,Spino,B,14,H,No
E3,2010.11.24.15.46.27,8926,1,Syn,B,14,H,No
E4,2010.11.24.15.46.27,8926,1,PSD,B,14,H,No
E9,2010.11.24.15.46.27,9218,1,PSD,A,14,H,No
E10,2010.11.24.15.46.27,9218,1,Syn,A,14,H,No
E11,2010.11.24.15.46.27,9218,1,Spino,A,14,H,No
F2,2010.11.24.15.46.27,8926,1,Spino,B,14,H,No
F3,2010.11.24.15.46.27,8926,1,Syn,B,14,H,No
F4,2010.11.24.15.46.27,8926,1,PSD,B,14,H,No
F9,2010.11.24.15.46.27,9218,1,PSD,A,14,H,No
F10,2010.11.24.15.46.27,9218,1,Syn,A,14,H,No
F11,2010.11.24.15.46.27,9218,1,Spino,A,14,H,No
G2,2010.11.24.15.46.27,8926,1,Spino,B,14,H,No
G3,2010.11.24.15.46.27,8926,1,Syn,B,14,H,No
G4,2010.11.24.15.46.27,8926,1,PSD,B,14,H,No
G9,2010.11.24.15.46.27,9218,1,PSD,A,14,H,No
G10,2010.11.24.15.46.27,9218,1,Syn,A,14,H,No
G11,2010.11.24.15.46.27,9218,1,Spino,A,14,H,No
B5,2010.11.25.16.05.47,5706,2,GluR1,B,14,H,No
B6,2010.11.25.16.05.47,5706,2,GluR2,B,14,H,No
B7,2010.11.25.16.05.47,9227,2,GluR2,A,14,H,No
B8,2010.11.25.16.05.47,9227,2,GluR1,A,14,H,No
C5,2010.11.25.16.05.47,5706,2,GluR1,B,14,H,No
C6,2010.11.25.16.05.47,5706,2,GluR2,B,14,H,No
C7,2010.11.25.16.05.47,9227,2,GluR2,A,14,H,No
C8,2010.11.25.16.05.47,9227,2,GluR1,A,14,H,No
D5,2010.11.25.16.05.47,5706,2,GluR1,B,14,H,No
D6,2010.11.25.16.05.47,5706,2,GluR2,B,14,H,No
D7,2010.11.25.16.05.47,9227,2,GluR2,A,14,H,No
D8,2010.11.25.16.05.47,9227,2,GluR1,A,14,H,No
E5,2010.11.25.16.05.47,5706,2,GluR1,B,14,H,No
E6,2010.11.25.16.05.47,5706,2,GluR2,B,14,H,No
E7,2010.11.25.16.05.47,9227,2,GluR2,A,14,H,No
E8,2010.11.25.16.05.47,9227,2,GluR1,A,14,H,No
F5,2010.11.25.16.05.47,5706,2,GluR1,B,14,H,No
F6,2010.11.25.16.05.47,5706,2,GluR2,B,14,H,No
F7,2010.11.25.16.05.47,9227,2,GluR2,A,14,H,No
F8,2010.11.25.16.05.47,9227,2,GluR1,A,14,H,No
G5,2010.11.25.16.05.47,5706,2,GluR1,B,14,H,No
G6,2010.11.25.16.05.47,5706,2,GluR2,B,14,H,No
G7,2010.11.25.16.05.47,9227,2,GluR2,A,14,H,No
G8,2010.11.25.16.05.47,9227,2,GluR1,A,14,H,No
B2,2010.11.24.16.32.26,5706,2,Spino,B,14,H,No
B3,2010.11.24.16.32.26,5706,2,Syn,B,14,H,No
B4,2010.11.24.16.32.26,5706,2,PSD,B,14,H,No
B9,2010.11.24.16.32.26,9227,2,PSD,A,14,H,No
B10,2010.11.24.16.32.26,9227,2,Syn,A,14,H,No
B11,2010.11.24.16.32.26,9227,2,Spino,A,14,H,No
C2,2010.11.24.16.32.26,5706,2,Spino,B,14,H,No
C3,2010.11.24.16.32.26,5706,2,Syn,B,14,H,No
C4,2010.11.24.16.32.26,5706,2,PSD,B,14,H,No
C9,2010.11.24.16.32.26,9227,2,PSD,A,14,H,No
C10,2010.11.24.16.32.26,9227,2,Syn,A,14,H,No
C11,2010.11.24.16.32.26,9227,2,Spino,A,14,H,No
D2,2010.11.24.16.32.26,5706,2,Spino,B,14,H,No
D3,2010.11.24.16.32.26,5706,2,Syn,B,14,H,No
D4,2010.11.24.16.32.26,5706,2,PSD,B,14,H,No
D9,2010.11.24.16.32.26,9227,2,PSD,A,14,H,No
D10,2010.11.24.16.32.26,9227,2,Syn,A,14,H,No
D11,2010.11.24.16.32.26,9227,2,Spino,A,14,H,No
E2,2010.11.24.16.32.26,5706,2,Spino,B,14,H,No
E3,2010.11.24.16.32.26,5706,2,Syn,B,14,H,No
E4,2010.11.24.16.32.26,5706,2,PSD,B,14,H,No
E9,2010.11.24.16.32.26,9227,2,PSD,A,14,H,No
E10,2010.11.24.16.32.26,9227,2,Syn,A,14,H,No
E11,2010.11.24.16.32.26,9227,2,Spino,A,14,H,No
F2,2010.11.24.16.32.26,5706,2,Spino,B,14,H,No
F3,2010.11.24.16.32.26,5706,2,Syn,B,14,H,No
F4,2010.11.24.16.32.26,5706,2,PSD,B,14,H,No
F9,2010.11.24.16.32.26,9227,2,PSD,A,14,H,No
F10,2010.11.24.16.32.26,9227,2,Syn,A,14,H,No
F11,2010.11.24.16.32.26,9227,2,Spino,A,14,H,No
G2,2010.11.24.16.32.26,5706,2,Spino,B,14,H,No
G3,2010.11.24.16.32.26,5706,2,Syn,B,14,H,No
G4,2010.11.24.16.32.26,5706,2,PSD,B,14,H,No
G9,2010.11.24.16.32.26,9227,2,PSD,A,14,H,No
G10,2010.11.24.16.32.26,9227,2,Syn,A,14,H,No
G11,2010.11.24.16.32.26,9227,2,Spino,A,14,H,No
B5,2010.11.25.16.51.56,6724,3,GluR1,B,14,H,No
B6,2010.11.25.16.51.56,6724,3,GluR2,B,14,H,No
B7,2010.11.25.16.51.56,6963,3,GluR2,A,14,H,No
B8,2010.11.25.16.51.56,6963,3,GluR1,A,14,H,No
C5,2010.11.25.16.51.56,6724,3,GluR1,B,14,H,No
C6,2010.11.25.16.51.56,6724,3,GluR2,B,14,H,No
C7,2010.11.25.16.51.56,6963,3,GluR2,A,14,H,No
C8,2010.11.25.16.51.56,6963,3,GluR1,A,14,H,No
D5,2010.11.25.16.51.56,6724,3,GluR1,B,14,H,No
D6,2010.11.25.16.51.56,6724,3,GluR2,B,14,H,No
D7,2010.11.25.16.51.56,6963,3,GluR2,A,14,H,No
D8,2010.11.25.16.51.56,6963,3,GluR1,A,14,H,No
E5,2010.11.25.16.51.56,6724,3,GluR1,B,14,H,No
E6,2010.11.25.16.51.56,6724,3,GluR2,B,14,H,No
E7,2010.11.25.16.51.56,6963,3,GluR2,A,14,H,No
E8,2010.11.25.16.51.56,6963,3,GluR1,A,14,H,No
F5,2010.11.25.16.51.56,6724,3,GluR1,B,14,H,No
F6,2010.11.25.16.51.56,6724,3,GluR2,B,14,H,No
F7,2010.11.25.16.51.56,6963,3,GluR2,A,14,H,No
F8,2010.11.25.16.51.56,6963,3,GluR1,A,14,H,No
G5,2010.11.25.16.51.56,6724,3,GluR1,B,14,H,No
G6,2010.11.25.16.51.56,6724,3,GluR2,B,14,H,No
G7,2010.11.25.16.51.56,6963,3,GluR2,A,14,H,No
G8,2010.11.25.16.51.56,6963,3,GluR1,A,14,H,No
B2,2010.11.24.17.18.35,6724,3,Spino,B,14,H,No
B3,2010.11.24.17.18.35,6724,3,Syn,B,14,H,No
B4,2010.11.24.17.18.35,6724,3,PSD,B,14,H,No
B9,2010.11.24.17.18.35,6963,3,PSD,A,14,H,No
B10,2010.11.24.17.18.35,6963,3,Syn,A,14,H,No
B11,2010.11.24.17.18.35,6963,3,Spino,A,14,H,No
C2,2010.11.24.17.18.35,6724,3,Spino,B,14,H,No
C3,2010.11.24.17.18.35,6724,3,Syn,B,14,H,No
C4,2010.11.24.17.18.35,6724,3,PSD,B,14,H,No
C9,2010.11.24.17.18.35,6963,3,PSD,A,14,H,No
C10,2010.11.24.17.18.35,6963,3,Syn,A,14,H,No
C11,2010.11.24.17.18.35,6963,3,Spino,A,14,H,No
D2,2010.11.24.17.18.35,6724,3,Spino,B,14,H,No
D3,2010.11.24.17.18.35,6724,3,Syn,B,14,H,No
D4,2010.11.24.17.18.35,6724,3,PSD,B,14,H,No
D9,2010.11.24.17.18.35,6963,3,PSD,A,14,H,No
D10,2010.11.24.17.18.35,6963,3,Syn,A,14,H,No
D11,2010.11.24.17.18.35,6963,3,Spino,A,14,H,No
E2,2010.11.24.17.18.35,6724,3,Spino,B,14,H,No
E3,2010.11.24.17.18.35,6724,3,Syn,B,14,H,No
E4,2010.11.24.17.18.35,6724,3,PSD,B,14,H,No
E9,2010.11.24.17.18.35,6963,3,PSD,A,14,H,No
E10,2010.11.24.17.18.35,6963,3,Syn,A,14,H,No
E11,2010.11.24.17.18.35,6963,3,Spino,A,14,H,No
F2,2010.11.24.17.18.35,6724,3,Spino,B,14,H,No
F3,2010.11.24.17.18.35,6724,3,Syn,B,14,H,No
F4,2010.11.24.17.18.35,6724,3,PSD,B,14,H,No
F9,2010.11.24.17.18.35,6963,3,PSD,A,14,H,No
F10,2010.11.24.17.18.35,6963,3,Syn,A,14,H,No
F11,2010.11.24.17.18.35,6963,3,Spino,A,14,H,No
G2,2010.11.24.17.18.35,6724,3,Spino,B,14,H,No
G3,2010.11.24.17.18.35,6724,3,Syn,B,14,H,No
G4,2010.11.24.17.18.35,6724,3,PSD,B,14,H,No
G9,2010.11.24.17.18.35,6963,3,PSD,A,14,H,No
G10,2010.11.24.17.18.35,6963,3,Syn,A,14,H,No
G11,2010.11.24.17.18.35,6963,3,Spino,A,14,H,No
B5,2010.11.25.17.38.05,7080,4,GluR1,A,14,H,MP
B6,2010.11.25.17.38.05,7080,4,GluR2,A,14,H,MP
B7,2010.11.25.17.38.05,8918,4,GluR2,B,14,H,MP
B8,2010.11.25.17.38.05,8918,4,GluR1,B,14,H,MP
C5,2010.11.25.17.38.05,7080,4,GluR1,A,14,H,CTL
C6,2010.11.25.17.38.05,7080,4,GluR2,A,14,H,CTL
C7,2010.11.25.17.38.05,8918,4,GluR2,B,14,H,CTL
C8,2010.11.25.17.38.05,8918,4,GluR1,B,14,H,CTL
D5,2010.11.25.17.38.05,7080,4,GluR1,A,14,H,MP
D6,2010.11.25.17.38.05,7080,4,GluR2,A,14,H,MP
D7,2010.11.25.17.38.05,8918,4,GluR2,B,14,H,MP
D8,2010.11.25.17.38.05,8918,4,GluR1,B,14,H,MP
E5,2010.11.25.17.38.05,7080,4,GluR1,A,14,H,CTL
E6,2010.11.25.17.38.05,7080,4,GluR2,A,14,H,CTL
E7,2010.11.25.17.38.05,8918,4,GluR2,B,14,H,CTL
E8,2010.11.25.17.38.05,8918,4,GluR1,B,14,H,CTL
F5,2010.11.25.17.38.05,7080,4,GluR1,A,14,H,MP
F6,2010.11.25.17.38.05,7080,4,GluR2,A,14,H,MP
F7,2010.11.25.17.38.05,8918,4,GluR2,B,14,H,MP
F8,2010.11.25.17.38.05,8918,4,GluR1,B,14,H,MP
G5,2010.11.25.17.38.05,7080,4,GluR1,A,14,H,CTL
G6,2010.11.25.17.38.05,7080,4,GluR2,A,14,H,CTL
G7,2010.11.25.17.38.05,8918,4,GluR2,B,14,H,CTL
G8,2010.11.25.17.38.05,8918,4,GluR1,B,14,H,CTL
B2,2010.11.24.18.04.44,7080,4,Spino,A,14,H,MP
B3,2010.11.24.18.04.44,7080,4,Syn,A,14,H,MP
B4,2010.11.24.18.04.44,7080,4,PSD,A,14,H,MP
B9,2010.11.24.18.04.44,8918,4,PSD,B,14,H,MP
B10,2010.11.24.18.04.44,8918,4,Syn,B,14,H,MP
B11,2010.11.24.18.04.44,8918,4,Spino,B,14,H,MP
C2,2010.11.24.18.04.44,7080,4,Spino,A,14,H,CTL
C3,2010.11.24.18.04.44,7080,4,Syn,A,14,H,CTL
C4,2010.11.24.18.04.44,7080,4,PSD,A,14,H,CTL
C9,2010.11.24.18.04.44,8918,4,PSD,B,14,H,CTL
C10,2010.11.24.18.04.44,8918,4,Syn,B,14,H,CTL
C11,2010.11.24.18.04.44,8918,4,Spino,B,14,H,CTL
D2,2010.11.24.18.04.44,7080,4,Spino,A,14,H,MP
D3,2010.11.24.18.04.44,7080,4,Syn,A,14,H,MP
D4,2010.11.24.18.04.44,7080,4,PSD,A,14,H,MP
D9,2010.11.24.18.04.44,8918,4,PSD,B,14,H,MP
D10,2010.11.24.18.04.44,8918,4,Syn,B,14,H,MP
D11,2010.11.24.18.04.44,8918,4,Spino,B,14,H,MP
E2,2010.11.24.18.04.44,7080,4,Spino,A,14,H,CTL
E3,2010.11.24.18.04.44,7080,4,Syn,A,14,H,CTL
E4,2010.11.24.18.04.44,7080,4,PSD,A,14,H,CTL
E9,2010.11.24.18.04.44,8918,4,PSD,B,14,H,CTL
E10,2010.11.24.18.04.44,8918,4,Syn,B,14,H,CTL
E11,2010.11.24.18.04.44,8918,4,Spino,B,14,H,CTL
F2,2010.11.24.18.04.44,7080,4,Spino,A,14,H,MP
F3,2010.11.24.18.04.44,7080,4,Syn,A,14,H,MP
F4,2010.11.24.18.04.44,7080,4,PSD,A,14,H,MP
F9,2010.11.24.18.04.44,8918,4,PSD,B,14,H,MP
F10,2010.11.24.18.04.44,8918,4,Syn,B,14,H,MP
F11,2010.11.24.18.04.44,8918,4,Spino,B,14,H,MP
G2,2010.11.24.18.04.44,7080,4,Spino,A,14,H,CTL
G3,2010.11.24.18.04.44,7080,4,Syn,A,14,H,CTL
G4,2010.11.24.18.04.44,7080,4,PSD,A,14,H,CTL
G9,2010.11.24.18.04.44,8918,4,PSD,B,14,H,CTL
G10,2010.11.24.18.04.44,8918,4,Syn,B,14,H,CTL
G11,2010.11.24.18.04.44,8918,4,Spino,B,14,H,CTL
B5,2010.11.25.18.24.15,7080,5,GluR1,A,14,H,CTL
B6,2010.11.25.18.24.15,7080,5,GluR2,A,14,H,CTL
B7,2010.11.25.18.24.15,8918,5,GluR2,B,14,H,CTL
B8,2010.11.25.18.24.15,8918,5,GluR1,B,14,H,CTL
C5,2010.11.25.18.24.15,7080,5,GluR1,A,14,H,MP
C6,2010.11.25.18.24.15,7080,5,GluR2,A,14,H,MP
C7,2010.11.25.18.24.15,8918,5,GluR2,B,14,H,MP
C8,2010.11.25.18.24.15,8918,5,GluR1,B,14,H,MP
D5,2010.11.25.18.24.15,7080,5,GluR1,A,14,H,CTL
D6,2010.11.25.18.24.15,7080,5,GluR2,A,14,H,CTL
D7,2010.11.25.18.24.15,8918,5,GluR2,B,14,H,CTL
D8,2010.11.25.18.24.15,8918,5,GluR1,B,14,H,CTL
E5,2010.11.25.18.24.15,7080,5,GluR1,A,14,H,MP
E6,2010.11.25.18.24.15,7080,5,GluR2,A,14,H,MP
E7,2010.11.25.18.24.15,8918,5,GluR2,B,14,H,MP
E8,2010.11.25.18.24.15,8918,5,GluR1,B,14,H,MP
F5,2010.11.25.18.24.15,7080,5,GluR1,A,14,H,CTL
F6,2010.11.25.18.24.15,7080,5,GluR2,A,14,H,CTL
F7,2010.11.25.18.24.15,8918,5,GluR2,B,14,H,CTL
F8,2010.11.25.18.24.15,8918,5,GluR1,B,14,H,CTL
G5,2010.11.25.18.24.15,7080,5,GluR1,A,14,H,MP
G6,2010.11.25.18.24.15,7080,5,GluR2,A,14,H,MP
G7,2010.11.25.18.24.15,8918,5,GluR2,B,14,H,MP
G8,2010.11.25.18.24.15,8918,5,GluR1,B,14,H,MP
B2,2010.11.24.18.50.52,7080,5,Spino,A,14,H,CTL
B3,2010.11.24.18.50.52,7080,5,Syn,A,14,H,CTL
B4,2010.11.24.18.50.52,7080,5,PSD,A,14,H,CTL
B9,2010.11.24.18.50.52,8918,5,PSD,B,14,H,CTL
B10,2010.11.24.18.50.52,8918,5,Syn,B,14,H,CTL
B11,2010.11.24.18.50.52,8918,5,Spino,B,14,H,CTL
C2,2010.11.24.18.50.52,7080,5,Spino,A,14,H,MP
C3,2010.11.24.18.50.52,7080,5,Syn,A,14,H,MP
C4,2010.11.24.18.50.52,7080,5,PSD,A,14,H,MP
C9,2010.11.24.18.50.52,8918,5,PSD,B,14,H,MP
C10,2010.11.24.18.50.52,8918,5,Syn,B,14,H,MP
C11,2010.11.24.18.50.52,8918,5,Spino,B,14,H,MP
D2,2010.11.24.18.50.52,7080,5,Spino,A,14,H,CTL
D3,2010.11.24.18.50.52,7080,5,Syn,A,14,H,CTL
D4,2010.11.24.18.50.52,7080,5,PSD,A,14,H,CTL
D9,2010.11.24.18.50.52,8918,5,PSD,B,14,H,CTL
D10,2010.11.24.18.50.52,8918,5,Syn,B,14,H,CTL
D11,2010.11.24.18.50.52,8918,5,Spino,B,14,H,CTL
E2,2010.11.24.18.50.52,7080,5,Spino,A,14,H,MP
E3,2010.11.24.18.50.52,7080,5,Syn,A,14,H,MP
E4,2010.11.24.18.50.52,7080,5,PSD,A,14,H,MP
E9,2010.11.24.18.50.52,8918,5,PSD,B,14,H,MP
E10,2010.11.24.18.50.52,8918,5,Syn,B,14,H,MP
E11,2010.11.24.18.50.52,8918,5,Spino,B,14,H,MP
F2,2010.11.24.18.50.52,7080,5,Spino,A,14,H,CTL
F3,2010.11.24.18.50.52,7080,5,Syn,A,14,H,CTL
F4,2010.11.24.18.50.52,7080,5,PSD,A,14,H,CTL
F9,2010.11.24.18.50.52,8918,5,PSD,B,14,H,CTL
F10,2010.11.24.18.50.52,8918,5,Syn,B,14,H,CTL
F11,2010.11.24.18.50.52,8918,5,Spino,B,14,H,CTL
G2,2010.11.24.18.50.52,7080,5,Spino,A,14,H,MP
G3,2010.11.24.18.50.52,7080,5,Syn,A,14,H,MP
G4,2010.11.24.18.50.52,7080,5,PSD,A,14,H,MP
G9,2010.11.24.18.50.52,8918,5,PSD,B,14,H,MP
G10,2010.11.24.18.50.52,8918,5,Syn,B,14,H,MP
G11,2010.11.24.18.50.52,8918,5,Spino,B,14,H,MP
B5,2010.11.25.19.10.26,249*,6,GluR1,A,14,H,MP
B6,2010.11.25.19.10.26,249*,6,GluR2,A,14,H,MP
B7,2010.11.25.19.10.26,8927,6,GluR2,B,14,H,MP
B8,2010.11.25.19.10.26,8927,6,GluR1,B,14,H,MP
C5,2010.11.25.19.10.26,249*,6,GluR1,A,14,H,CTL
C6,2010.11.25.19.10.26,249*,6,GluR2,A,14,H,CTL
C7,2010.11.25.19.10.26,8927,6,GluR2,B,14,H,CTL
C8,2010.11.25.19.10.26,8927,6,GluR1,B,14,H,CTL
D5,2010.11.25.19.10.26,249*,6,GluR1,A,14,H,MP
D6,2010.11.25.19.10.26,249*,6,GluR2,A,14,H,MP
D7,2010.11.25.19.10.26,8927,6,GluR2,B,14,H,MP
D8,2010.11.25.19.10.26,8927,6,GluR1,B,14,H,MP
E5,2010.11.25.19.10.26,249*,6,GluR1,A,14,H,CTL
E6,2010.11.25.19.10.26,249*,6,GluR2,A,14,H,CTL
E7,2010.11.25.19.10.26,8927,6,GluR2,B,14,H,CTL
E8,2010.11.25.19.10.26,8927,6,GluR1,B,14,H,CTL
F5,2010.11.25.19.10.26,249*,6,GluR1,A,14,H,MP
F6,2010.11.25.19.10.26,249*,6,GluR2,A,14,H,MP
F7,2010.11.25.19.10.26,8927,6,GluR2,B,14,H,MP
F8,2010.11.25.19.10.26,8927,6,GluR1,B,14,H,MP
G5,2010.11.25.19.10.26,249*,6,GluR1,A,14,H,CTL
G6,2010.11.25.19.10.26,249*,6,GluR2,A,14,H,CTL
G7,2010.11.25.19.10.26,8927,6,GluR2,B,14,H,CTL
G8,2010.11.25.19.10.26,8927,6,GluR1,B,14,H,CTL
B2,2010.11.24.19.37.01,249*,6,Spino,A,14,H,MP
B3,2010.11.24.19.37.01,249*,6,Syn,A,14,H,MP
B4,2010.11.24.19.37.01,249*,6,PSD,A,14,H,MP
B9,2010.11.24.19.37.01,8927,6,PSD,B,14,H,MP
B10,2010.11.24.19.37.01,8927,6,Syn,B,14,H,MP
B11,2010.11.24.19.37.01,8927,6,Spino,B,14,H,MP
C2,2010.11.24.19.37.01,249*,6,Spino,A,14,H,CTL
C3,2010.11.24.19.37.01,249*,6,Syn,A,14,H,CTL
C4,2010.11.24.19.37.01,249*,6,PSD,A,14,H,CTL
C9,2010.11.24.19.37.01,8927,6,PSD,B,14,H,CTL
C10,2010.11.24.19.37.01,8927,6,Syn,B,14,H,CTL
C11,2010.11.24.19.37.01,8927,6,Spino,B,14,H,CTL
D2,2010.11.24.19.37.01,249*,6,Spino,A,14,H,MP
D3,2010.11.24.19.37.01,249*,6,Syn,A,14,H,MP
D4,2010.11.24.19.37.01,249*,6,PSD,A,14,H,MP
D9,2010.11.24.19.37.01,8927,6,PSD,B,14,H,MP
D10,2010.11.24.19.37.01,8927,6,Syn,B,14,H,MP
D11,2010.11.24.19.37.01,8927,6,Spino,B,14,H,MP
E2,2010.11.24.19.37.01,249*,6,Spino,A,14,H,CTL
E3,2010.11.24.19.37.01,249*,6,Syn,A,14,H,CTL
E4,2010.11.24.19.37.01,249*,6,PSD,A,14,H,CTL
E9,2010.11.24.19.37.01,8927,6,PSD,B,14,H,CTL
E10,2010.11.24.19.37.01,8927,6,Syn,B,14,H,CTL
E11,2010.11.24.19.37.01,8927,6,Spino,B,14,H,CTL
F2,2010.11.24.19.37.01,249*,6,Spino,A,14,H,MP
F3,2010.11.24.19.37.01,249*,6,Syn,A,14,H,MP
F4,2010.11.24.19.37.01,249*,6,PSD,A,14,H,MP
F9,2010.11.24.19.37.01,8927,6,PSD,B,14,H,MP
F10,2010.11.24.19.37.01,8927,6,Syn,B,14,H,MP
F11,2010.11.24.19.37.01,8927,6,Spino,B,14,H,MP
G2,2010.11.24.19.37.01,249*,6,Spino,A,14,H,CTL
G3,2010.11.24.19.37.01,249*,6,Syn,A,14,H,CTL
G9,2010.11.24.19.37.01,8927,6,PSD,B,14,H,CTL
G10,2010.11.24.19.37.01,8927,6,Syn,B,14,H,CTL
G11,2010.11.24.19.37.01,8927,6,Spino,B,14,H,CTL
B5,2010.11.25.19.56.33,249*,7,GluR1,A,14,H,CTL
B6,2010.11.25.19.56.33,249*,7,GluR2,A,14,H,CTL
B7,2010.11.25.19.56.33,8927,7,GluR2,B,14,H,CTL
B8,2010.11.25.19.56.33,8927,7,GluR1,B,14,H,CTL
C5,2010.11.25.19.56.33,249*,7,GluR1,A,14,H,MP
C6,2010.11.25.19.56.33,249*,7,GluR2,A,14,H,MP
C7,2010.11.25.19.56.33,8927,7,GluR2,B,14,H,MP
C8,2010.11.25.19.56.33,8927,7,GluR1,B,14,H,MP
D5,2010.11.25.19.56.33,249*,7,GluR1,A,14,H,CTL
D6,2010.11.25.19.56.33,249*,7,GluR2,A,14,H,CTL
D7,2010.11.25.19.56.33,8927,7,GluR2,B,14,H,CTL
D8,2010.11.25.19.56.33,8927,7,GluR1,B,14,H,CTL
E5,2010.11.25.19.56.33,249*,7,GluR1,A,14,H,MP
E6,2010.11.25.19.56.33,249*,7,GluR2,A,14,H,MP
E7,2010.11.25.19.56.33,8927,7,GluR2,B,14,H,MP
E8,2010.11.25.19.56.33,8927,7,GluR1,B,14,H,MP
F5,2010.11.25.19.56.33,249*,7,GluR1,A,14,H,CTL
F6,2010.11.25.19.56.33,249*,7,GluR2,A,14,H,CTL
F7,2010.11.25.19.56.33,8927,7,GluR2,B,14,H,CTL
F8,2010.11.25.19.56.33,8927,7,GluR1,B,14,H,CTL
G5,2010.11.25.19.56.33,249*,7,GluR1,A,14,H,MP
G6,2010.11.25.19.56.33,249*,7,GluR2,A,14,H,MP
G7,2010.11.25.19.56.33,8927,7,GluR2,B,14,H,MP
G8,2010.11.25.19.56.33,8927,7,GluR1,B,14,H,MP
B2,2010.11.24.20.23.10,249*,7,Spino,A,14,H,CTL
B3,2010.11.24.20.23.10,249*,7,Syn,A,14,H,CTL
B4,2010.11.24.20.23.10,249*,7,PSD,A,14,H,CTL
B9,2010.11.24.20.23.10,8927,7,PSD,B,14,H,CTL
B10,2010.11.24.20.23.10,8927,7,Syn,B,14,H,CTL
B11,2010.11.24.20.23.10,8927,7,Spino,B,14,H,CTL
C2,2010.11.24.20.23.10,249*,7,Spino,A,14,H,MP
C3,2010.11.24.20.23.10,249*,7,Syn,A,14,H,MP
C4,2010.11.24.20.23.10,249*,7,PSD,A,14,H,MP
C9,2010.11.24.20.23.10,8927,7,PSD,B,14,H,MP
C10,2010.11.24.20.23.10,8927,7,Syn,B,14,H,MP
C11,2010.11.24.20.23.10,8927,7,Spino,B,14,H,MP
D2,2010.11.24.20.23.10,249*,7,Spino,A,14,H,CTL
D3,2010.11.24.20.23.10,249*,7,Syn,A,14,H,CTL
D4,2010.11.24.20.23.10,249*,7,PSD,A,14,H,CTL
D9,2010.11.24.20.23.10,8927,7,PSD,B,14,H,CTL
D10,2010.11.24.20.23.10,8927,7,Syn,B,14,H,CTL
D11,2010.11.24.20.23.10,8927,7,Spino,B,14,H,CTL
E2,2010.11.24.20.23.10,249*,7,Spino,A,14,H,MP
E3,2010.11.24.20.23.10,249*,7,Syn,A,14,H,MP
E4,2010.11.24.20.23.10,249*,7,PSD,A,14,H,MP
E9,2010.11.24.20.23.10,8927,7,PSD,B,14,H,MP
E10,2010.11.24.20.23.10,8927,7,Syn,B,14,H,MP
E11,2010.11.24.20.23.10,8927,7,Spino,B,14,H,MP
F2,2010.11.24.20.23.10,249*,7,Spino,A,14,H,CTL
F3,2010.11.24.20.23.10,249*,7,Syn,A,14,H,CTL
F4,2010.11.24.20.23.10,249*,7,PSD,A,14,H,CTL
F9,2010.11.24.20.23.10,8927,7,PSD,B,14,H,CTL
